datetime,amount,description
4/14/23 0:00,10.99,ACH DEBIT TAX AUTHORITY PAYMENT VB56B6B
4/13/23 0:00,10.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD FORGE STRATEGY LTD NDSE6D8HXEYENXD 3
8/22/23 0:00,16.32,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON HARBOR OPERATIONS LTD Y8TMFWOZRF0DLEUY
8/23/23 0:00,16.32,INCOMING WIRE VALEWOOD STRATEGY CO L4MOCRQ0YE
8/23/23 0:00,16.32,ZELLE DEBIT PAYMENT TO: J. LOPEZ . ID: 5MEX14X7WFI8  8
8/22/23 0:00,16.32,ACH DEBIT TAX AUTHORITY PAYMENT 3ZXO076JW
3/2/24 0:00,18.48,INTERNET TRANSFER TO DDA# 20174992380 ON28 AT 04.48
7/12/22 0:00,23.52,ATM WITHDRAWAL #2417 89 LEDGER BLVD RIVERBEND FL TERMINAL TN88
1/5/24 0:00,61.81,"ACH CREDIT ACCOUNTING APP BL276ARD4TWW6S9 DEPOSIT CLIFFSIDE FORGE LLC, L 91A21WGUX76R0"
6/12/22 0:00,85,ACH DEBIT PAYMENT PROCESSOR PAYABLES TIMBERLINE VENTURES LTD Y5R0RLZQQ1SH
8/4/22 0:00,165.97,ACH DEBIT TAX AUTHORITY PAYMENT ETPXC23L380 5 
2/6/24 0:00,248.16,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE CANYON INC JAGQ5KD213IQ97
4/4/23 0:00,295.43,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""SUMMIT CONSULTING LTD"" K0MXNYLLU5LOJXKL 6"
5/9/23 0:00,335.63,INCOMING WIRE PINECREST ATLAS INC LN6HFN
4/4/23 0:00,355.8,INCOMING WIRE COPPERFIELD RIDGE LP VH9WNIBABJYA
7/19/23 0:00,386.46,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND BLOOM INDUSTRIES PLC G0QB8OL1LK5TQ
6/14/22 0:00,395.42,ACH DEBIT PAYMENT PROCESSOR PAYABLES FAIRVIEW FIELD PROPERTIES LP N5YCDPIDN57TX 1
5/24/22 0:00,552.28,INCOMING WIRE WINDWARD SECURITY CO 6ZJUVKSGCGCB8Z
6/9/22 0:00,563.09,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORVIEW SERVICES LTD BD0ZCCIDTXMUL
9/7/22 0:00,587.75,ACH DEBIT TAX AUTHORITY PAYMENT 0QZG2L25Z5H7QW87
3/18/24 0:00,609.73,INCOMING WIRE MEADOWRIDGE BLOOM CO PLJELVCBNM0
3/18/24 0:00,609.73,INTERNET TRANSFER TO DDA# 20743371905 ON16 AT 02.45 
10/5/23 0:00,658.45,INTERNET TRANSFER TO DDA# 20060432902 ON30 AT 17.20
1/27/23 0:00,786.43,INTERNET TRANSFER TO DDA# 20426706712 ON03 AT 03.24
12/22/22 0:00,786.43,INCOMING WIRE PRAIRIE RIDGE INC HX7VO4MG2WN
7/28/23 0:00,791.33,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""FAIRVIEW DATA CO"" YGLXDXYVNER8471 3"
7/7/23 0:00,799.59,ACH DEBIT PAYMENT PROCESSOR PAYABLES SILVERPOINT BLOOM LP T42VY55AFCG5HYI 5
10/28/22 0:00,945.18,ACH DEBIT TAX AUTHORITY PAYMENT 3IZNR3BKR
9/7/22 0:00,972,INTERNET TRANSFER TO DDA# 20274750641 ON21 AT 01.14
10/6/22 0:00,980.61,ACH DEBIT TAX AUTHORITY PAYMENT 4XD8ZPZ5I9KK1 5
10/2/23 0:00,1016.81,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTGATE RIDGE CORP MJXVPYN0Z
1/25/24 0:00,1076.66,INCOMING WIRE SUNRIDGE RIDGE ANALYTICS LP X944MD
4/12/23 0:00,1104.75,ACH DEBIT CARD PROCESSOR ACH PMT CLIFFSIDE PARK LP UHK2RSUSX
12/5/23 0:00,1177.68,INCOMING WIRE NORTHPOINT SYSTEMS LTD 1UJKVU8O0
3/28/23 0:00,1318.73,"ACH CREDIT ACCOUNTING APP YJ1NPT3D DEPOSIT HILLSIDE PARK PLC, L 5XLN0M"
6/17/23 0:00,1649.93,INTERNET TRANSFER TO DDA# 20906481370 ON03 AT 19.17
7/2/22 0:00,1799.49,ACH DEBIT CARD PROCESSOR ACH PMT LAKESHORE ATLAS LP G7JFZ4SHTFFXD1 7
9/7/23 0:00,1854.14,INCOMING WIRE BLUE HARBOR CREEK PLC 18PEIQLXF1HLU 
9/15/22 0:00,1953.72,INCOMING WIRE SEAVIEW GROUP INC MHAXV1D6EHC
6/5/22 0:00,2088.6,ACH DEBIT TAX AUTHORITY PAYMENT LEUBHWZP
10/22/22 0:00,2304.04,ACH DEBIT PAYMENT PROCESSOR PAYABLES CRESCENT RIDGE BRIDGE VENTURES CO 8MSV8L4E
4/18/23 0:00,2388.95,ACH DEBIT CARD PROCESSOR ACH PMT IRONWOOD GROVE SYSTEMS LLC CRSJ543GHN0KU1XK
3/19/24 0:00,2500,ACH DEBIT CARD PROCESSOR  ACH PMT LAKECREST CROSSING INC NZ4AGMEZZL2
11/2/23 0:00,2500,MOBILE DEPOSIT MT710H
10/16/23 0:00,2500,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND LEDGER PLC MPQ7ZRNL89B
2/2/24 0:00,2500,INTERNET TRANSFER TO DDA# 20892199499  ON14 AT 21.52
10/12/23 0:00,2500,INTERNET TRANSFER TO DDA# 20350801968 ON29 AT 09.38
11/9/23 0:00,2500,ZELLE DEBIT PAYMENT TO: O. CLARK . ID: 04ESAT8D29
9/27/22 0:00,2632.3,ACH DEBIT PAYMENT PROCESSOR PAYABLES BRIGHTLINE HEIGHTS NETWORKS CORP 23FYHE2BMN5X 3
2/18/24 0:00,2651.06,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORVIEW POINT LLC MV2GX4HWKJA
2/18/24 0:00,2651.06,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONECREST SECURITY INC NSTAO1GF888 1
7/27/22 0:00,2657.36,ACH DEBIT TAX AUTHORITY PAYMENT YQ9S3L3NP4TWAD
2/27/24 0:00,2800.98,ATM WITHDRAWAL #5254 300 OAKBRIDGE LN NORTHPORT WA TERMINAL TX90
2/27/24 0:00,2800.98,INTERNET TRANSFER TO DDA# 20138852261 ON17 AT 07.52
1/1/24 0:00,3046.18,ACH DEBIT TAX AUTHORITY PAYMENT RPUC643J47KVF4X 7
10/18/23 0:00,3097.89,ACH DEBIT PAYMENT PROCESSOR PAYABLES GRANITE PEAK CROSSING LP 6JLXRWT54BW3K7F
8/11/23 0:00,3193.66,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE VISTA PLC PHFIR6UZ2
1/13/24 0:00,3373.18,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLCREST LOGISTICS PLC 37SA97BP61BVGFI
3/30/23 0:00,4166.67,"ACH CREDIT ACCOUNTING APP U1HZBR08K3YG03M DEPOSIT REDWOOD NETWORKS CO, L 9PJUGIM1"
3/2/23 0:00,4166.67,INTERNET TRANSFER TO DDA# 20440674078 ON14 AT 05.16
8/8/23 0:00,4166.67,ACH DEBIT PAYMENT PROCESSOR PAYABLES ATLAS MERIDIAN PLC 47J3E0L3631BRB
9/1/23 0:00,4166.67,ACH DEBIT PAYMENT PROCESSOR PAYABLES ROCKBRIDGE BLOOM CO 2RXGX2FR3LF7AH
4/27/23 0:00,4166.67,ZELLE DEBIT PAYMENT TO: F. SCOTT . ID: 0LQEBUZ57C6FH8QD
7/5/23 0:00,4166.67,INCOMING WIRE STONEGATE BROOK CAPITAL LP HSOQOU9VXYDZ4M 7
5/31/23 0:00,4166.67,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDARBROOK GROVE PLC Y81C86W4MHJIII
11/11/23 0:00,4300.35,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW EDGE LTD 3X6EJE0BQ0S4
3/7/23 0:00,4387.88,ZELLE DEBIT PAYMENT TO: F. ANDERSON . ID: 0KJ1JQO2
9/15/23 0:00,4410.79,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW SHORE LP 4GHBL0CS
11/25/22 0:00,4589.26,INCOMING WIRE NORTHLAKE FIELD NETWORKS LP 9BIL5TX1RAAV4A
2/13/23 0:00,4777.24,ACH DEBIT TAX AUTHORITY PAYMENT OC545ZXBHRTE
3/8/24 0:00,5000,INCOMING WIRE TIMBERLINE SECURITY LP 781RAV
3/8/24 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEWELL MERIDIAN LP 7CIURQVFI
3/4/24 0:00,5000,"INCOMING WIRE ""NORTHLAKE POINT CO"" WNQCVT"
3/27/24 0:00,5000,INCOMING WIRE SUNRIDGE HARBOR INC 65G72OEZIX
1/17/24 0:00,5000,INTERNET TRANSFER TO DDA# 20150490911 ON17 AT 06.26
1/29/24 0:00,5000,ACH DEBIT CARD PROCESSOR ACH PMT SAGE VALLEY POINTE CO 8K2G5MWECVQFLTV
9/26/23 0:00,5000,"ACH CREDIT ACCOUNTING APP 2Z2118S9TSOQ DEPOSIT RIVERTON SOLUTIONS LP, L GXA6IPM4WH"
12/14/23 0:00,5000,"INCOMING WIRE ""COPPERFIELD LEDGER LP"" J4BTYA"
10/25/23 0:00,5000,ACH DEBIT TAX AUTHORITY PAYMENT 0NO7MGH0G
1/3/24 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE POINT LLC 5C0WA2DW2EQJYUJ
12/4/23 0:00,5000,INCOMING WIRE STONEGATE SECURITY LP GRRMXJ6
7/25/23 0:00,5000,INTERNET TRANSFER TO DDA# 20311458713 ON12 AT 18.49
8/3/23 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SILVERLINE BROOK GROUP CORP IMYOUO
10/18/23 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT HOLDINGS LLC MAADO1YVP
11/16/23 0:00,5000,INTERNET TRANSFER TO DDA# 20321938460 ON11 AT 13.56
12/27/23 0:00,5000,INCOMING WIRE STONECREST POINT SOLUTIONS LP I78TJLU
5/24/23 0:00,5000,INTERNET TRANSFER TO DDA# 20614712561 ON26 AT 11.49
7/12/23 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES LEDGER HOLDINGS INC ZJR7QZP1Z717T
6/21/23 0:00,5000,ZELLE DEBIT PAYMENT TO: R. NGUYEN . ID: EHIL1MKDH3SDH0QK 8
12/18/23 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE DIGITAL LP ZU0G88E8GVY 1
1/12/24 0:00,5000,INCOMING WIRE ATLAS HOLLOW LTD E4TA6KZ42W19
12/12/23 0:00,5000,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE PROJECTS CORP 6974EI
12/18/23 0:00,5000,MOBILE DEPOSIT S1YIA
9/20/23 0:00,5000,ACH DEBIT TAX AUTHORITY PAYMENT 8Y4JC192MQ1J7UB 6
2/16/24 0:00,5000,ACH DEBIT CARD PROCESSOR ACH PMT WILLOWBEND HOLDINGS PLC OWIRD61NP
8/28/23 0:00,5000,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEGATE BAY LTD WVO2Y4YFR8
2/6/24 0:00,5000,ACH DEBIT CARD PROCESSOR ACH PMT WINDWARD CONSULTING INC LMQMVMGBOAWI
8/25/22 0:00,5032.19,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""CLEARVIEW ATLAS CO"" QBY9UX7K"
8/8/22 0:00,5446.04,ACH DEBIT PAYMENT PROCESSOR PAYABLES WILLOWBEND HARBOR INC C05XMH1A43C8
3/11/24 0:00,5456.88,INSTANT TRANSFER TO DDA# 20368577237 ON01 AT 22.21
3/11/24 0:00,5456.88,INCOMING WIRE PRAIRIE CREEK LABS LLC B9UOQ20FZZL7TZ0T
3/25/24 0:00,6000,ACH DEBIT CARD PROCESSOR ACH PMT LONEPINE BLOOM LTD 1ZHZGIWKCQWWV2AA
12/7/23 0:00,6000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT HOLDINGS LLC CUBM70I2NB8X0
10/10/23 0:00,6000,ACH DEBIT CARD  PROCESSOR ACH PMT MEADOWRIDGE SHORE PLC ZCFMQ6
5/24/23 0:00,6000,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD VALLEY RESOURCES LLC PUZQSO8 4
6/26/23 0:00,6000,"ACH CREDIT ACCOUNTING APP RH7U2WG01Z3W 5 DEPOSIT SPRINGLINE HOLLOW NETWORKS LTD, L 8CHZAK21"
3/20/23 0:00,6000,INCOMING WIRE REDWOOD BROOK PROPERTIES CORP Q8NTFYZ
1/9/24 0:00,6000,ACH DEBIT TAX AUTHORITY PAYMENT G3GFUZNL 4
2/6/24 0:00,6000,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKBRIDGE CANYON HOLDINGS LTD DCTLQF9TWZOGDW0
1/26/24 0:00,6000,INCOMING WIRE HILLCREST BLOOM LP 88A36DWZZ
5/3/23 0:00,6000,ACH DEBIT  PAYMENT PROCESSOR PAYABLES SEABRIGHT SUMMIT CORP FY96BR4 8
3/17/23 0:00,6250,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD CREEK SECURITY PLC DI4YNR 6
3/28/23 0:00,6250,ATM WITHDRAWAL #2258 77 SUMMIT WAY UNIT 2 WEST HAVEN AZ TERMINAL TB12
3/1/23 0:00,6250,ACH DEBIT TAX AUTHORITY PAYMENT RR3PFVHK6K23S4NX
4/5/23 0:00,6250,ZELLE DEBIT PAYMENT TO: G. TORRES . ID: N7PV5GXRJQ
5/3/23 0:00,6250,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE BRIDGE INC JRM36EGAZF5 9 9
12/22/22 0:00,6418.95,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEGATE HORIZON LABS CORP LZS32QKI0TPXHLJG
10/3/22 0:00,6616.86,INTERNET TRANSFER TO DDA# 20411766065 ON06 AT 22.39
11/10/22 0:00,6879.81,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR GROVE LP SABD5S3 1
12/14/23 0:00,7333.33,ACH DEBIT PAYMENT PROCESSOR PAYABLES GOLDLEAF HORIZON PLC 3HO8MWKYYDW
3/6/24 0:00,7500,ACH DEBIT TAX AUTHORITY PAYMENT URJEL03UA89QGU60
3/6/24 0:00,7500,INTERNET TRANSFER TO DDA# 20150490911 ON17 AT 06.26
12/4/23 0:00,7500,"ACH CREDIT ACCOUNTING APP AL3ELD DEPOSIT ""SOUTHGATE SUMMIT PLC"", L SCB29OMEGA3H2"
7/12/23 0:00,7500,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDARBROOK SHORE LP ALF3QIPW74Y
1/17/24 0:00,7500,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT SECURITY LLC 4YMOQ6Y5W8X6WNS
8/21/23 0:00,7500,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD POINTE LTD OB9XX4REDID9
1/3/24 0:00,7500,ACH DEBIT TAX AUTHORITY PAYMENT TG8DTGH0 3
12/4/23 0:00,7500,INTERNET TRANSFER TO DDA# 20653575146 ON12 AT 04.00
8/7/23 0:00,7500,"""ACH DEBIT TAX AUTHORITY PAYMENT ZRQ1GYE3N06K 5"""
6/20/23 0:00,7500,INTERNET TRANSFER TO DDA# 20211350651 ON31 AT 18.01
7/12/23 0:00,7500,ACH DEBIT TAX AUTHORITY PAYMENT  PV4L6WSB6 9
9/25/23 0:00,7980.42,ZELLE DEBIT PAYMENT TO: V. TORRES . ID: VENOP8ZOMFINIP
6/6/23 0:00,8203.66,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW CROSSING LLC 6MI1FV
12/22/23 0:00,8333.33,"ACH CREDIT ACCOUNTING APP H90CETK2Z6PZ1L 2 DEPOSIT TIMBERLINE SPRINGS LLC, L KMVZKYZ2I"
11/7/23 0:00,8333.33,INTERNET TRANSFER TO DDA# 20763161191 ON19 AT 05.24
1/11/24 0:00,9500,"""ACH DEBIT TAX AUTHORITY PAYMENT KQP3E9Q"""
2/26/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES ASHGROVE HOLLOW LLC KEMCLI6
2/26/24 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE FORGE VENTURES INC IQQX3V 5
3/11/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES TIMBERLINE STRATEGY LP 96PH3MO
3/4/24 0:00,10000,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""PRAIRIE CROSSING CORP"" KXOOETZI3 9"
3/25/24 0:00,10000,"ACH CREDIT ACCOUNTING APP EKXHVIIOBKFU DEPOSIT LEDGER MERIDIAN CORP, L 0RK0XDOGW9B 4"
3/26/24 0:00,10000,"ACH CREDIT ACCOUNTING APP 1EJM01 8 DEPOSIT TIMBERLINE HOLLOW INC, L POR0RQD5A92"
10/25/23 0:00,10000,ZELLE DEBIT PAYMENT TO: S. COOK . ID: 4LLXNEFT7FR
5/2/23 0:00,10000,INTERNET TRANSFER TO DDA# 20132655867 ON14 AT 17.04
6/8/23 0:00,10000,ZELLE DEBIT PAYMENT TO: P. GARCIA . ID: ABGVCD
12/27/23 0:00,10000,ACH DEBIT TAX AUTHORITY PAYMENT J7132W19LIMPZ3D1 8
4/17/23 0:00,10000,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""GREENLINE ATLAS PROJECTS LTD"" 7BQUWJYAS3K"
11/20/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT LONEPINE VALLEY LOGISTICS LP KI9G5NHVWHWP
6/20/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTHAVEN PROPERTIES LLC H9G0P7POD4GYD
3/28/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE PARTNERS INC 6R0Y9ZI3BE 3
8/28/23 0:00,10000,ZELLE DEBIT PAYMENT TO: P. REED . ID: K7505YWQ54Y2R8P3 5
10/20/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW POINTE NETWORKS LTD M3L69CYDKFZJP6LM
3/24/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW LEDGER CORP OKHXNVGGDQZUGRJA
4/12/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES TIMBERLINE HARBOR CORP QJNY5AT6MMNJ 3
6/14/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLIFFSIDE BRIDGE LTD NI5YLEWRPH4UIX9I
3/23/23 0:00,10000,ZELLE DEBIT PAYMENT TO: M. MURPHY . ID: H7QONPNW 5
12/29/23 0:00,10000,ACH DEBIT  PAYMENT PROCESSOR PAYABLES BLUE HARBOR HEIGHTS LP GL4CPH5DWBY9G9F 6
7/3/23 0:00,10000,INCOMING WIRE EASTGATE SUMMIT LLC E9Y2T8MT
11/28/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE RIDGE OPERATIONS LLC QKFAINSRE
7/12/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHPORT MERIDIAN LP BJXU9YASVU13EXAK
5/25/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE SUMMIT INC IIHHZPBORJ98GI3E 6
8/4/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT OAKBRIDGE MEADOW CORP LMEPNG98GOX 8
9/26/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES LEDGER BAY LLC 5ON5MVP1
9/11/23 0:00,10000,ACH DEBIT TAX AUTHORITY PAYMENT SI5PCS4Q1M6
5/15/23 0:00,10000,"ACH CREDIT ACCOUNTING APP 00LB5HWIIG4Y 3 DEPOSIT AUTUMN RIDGE MEADOW CORP, L PJMRWTGE"
7/14/23 0:00,10000,ZELLE DEBIT PAYMENT TO: A. KING . ID: MSLQ41
6/23/23 0:00,10000,INTERNET TRANSFER TO DDA# 20111615643 ON26 AT 12.43
5/22/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND RESOURCES LTD Y8MOL3YXU7XJ
4/21/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES PINECREST SPRINGS LP XPBNEJ1I9O5
9/27/23 0:00,10000,INCOMING WIRE AMBERWOOD CROSSING INC 487534HQVH4U
11/1/23 0:00,10000,INSTANT TRANSFER TO DDA# 20238860013 ON13 AT 07.35
5/4/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT NORTHPOINT VENTURES CO 2BQI84XOOL
5/5/23 0:00,10000,INTERNET TRANSFER TO DDA# 20441241465 ON28 AT 23.41
3/27/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES EVERCREST HOLLOW CORP P8U9YNNT
1/24/24 0:00,10000,INTERNET TRANSFER TO DDA# 20667228271 ON21 AT 07.27
10/11/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT RIDGELAND CROSSING LTD PD17VZ8
7/11/23 0:00,10000,"ACH CREDIT ACCOUNTING APP S5OAA3AARU97 DEPOSIT BAYVIEW GROVE CORP, L LQNPJ9R8P52"
1/26/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES WILLOWBEND HARBOR INC Z2KTWY1P774G
12/11/23 0:00,10000,"ZELLE DEBIT PAYMENT TO: ""G. CLARK"" . ID: 3K9XBMEM4KLCP9VX 2"
1/4/24 0:00,10000,MOBILE DEPOSIT F4A
5/22/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT AUTUMN RIDGE FORGE LP 5FISY4GF72O 3 4
10/27/23 0:00,10000,"ACH CREDIT ACCOUNTING APP 2O1P9N DEPOSIT LAKESHORE MERIDIAN STRATEGY LTD, L OP7ZJZJBUF"
5/15/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD DATA INC SWKSTA7 8
2/21/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES ATLAS HOLLOW CO MD0LMKODAF80CX 2
1/22/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES FAIRVIEW SECURITY CO 3BXMF77BDS8 8
2/28/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES GOLDLEAF DIGITAL LLC 2A4FIUMCR
10/24/23 0:00,10000,ZELLE DEBIT PAYMENT TO: I. RAMIREZ . ID: X4QDM0XR4 5
9/27/23 0:00,10000,ZELLE DEBIT PAYMENT TO: P. KING . ID: Y9CTMBT7LN9V 7
7/25/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT RIVERSIDE BLOOM LOGISTICS LTD NBPRLCY8PGN
9/12/23 0:00,10000,"ACH CREDIT ACCOUNTING APP 8DATAA9XT7QZX DEPOSIT RIDGEVIEW CANYON LTD, L OP0788M7DWOW"
5/25/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES COPPERFIELD BROOK SYSTEMS PLC 3PE60VS8L0SB8C 1
6/26/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT NORTHLAKE RIDGE LOGISTICS LLC J65YPEWYL3S
11/29/23 0:00,10000,INTERNET TRANSFER TO DDA# 20585612520 ON12 AT 02.22 2
11/10/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR FORGE LTD LNH42CK6R 3
8/23/23 0:00,10000,INCOMING WIRE HARBORVIEW VALLEY ANALYTICS CO CO33OFN8AQ
3/1/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT HARBORVIEW VISTA INC OK3BXKHP 9
3/6/23 0:00,10000,INCOMING WIRE OAKBRIDGE HARBOR LP OECJ5390EG
2/20/24 0:00,10000,ACH DEBIT TAX AUTHORITY PAYMENT KJ6IVN0OPKU 2
6/8/23 0:00,10000,INCOMING WIRE STONEGATE GROVE PROPERTIES CORP NLC94GR2W8JTS3C
7/20/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEAVIEW OPERATIONS CORP AZY5LWZGQ  2
6/29/23 0:00,10000,INCOMING WIRE PRAIRIE NETWORKS LTD AOLIP8UTKK44
8/24/23 0:00,10000,MOBILE DEPOSIT WOZ
5/15/23 0:00,10000,INTERNET TRANSFER TO DDA# 20947479955 ON23 AT 08.49
1/2/24 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES SEABRIGHT PARTNERS INC DFML0474F4XQLGO 5
6/26/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND CREEK CORP D3RN24DMVXV 8 
5/16/23 0:00,10000,INSTANT TRANSFER TO DDA# 20975264922 ON03 AT 15.40
2/27/23 0:00,10000,"ACH CREDIT ACCOUNTING APP ECPG7I5C1 DEPOSIT EASTWOOD PROJECTS LLC, L R9S7R7JQB0HXOZ"
5/9/23 0:00,10000,ACH DEBIT CARD PROCESSOR ACH PMT HILLSIDE CANYON SYSTEMS LLC 20IFPF1HMASN3ND
12/4/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD BROOK PARTNERS INC KNPS4W3 7
9/7/23 0:00,10000,ZELLE DEBIT PAYMENT TO: A. WILSON . ID: JO5RRUSAN
2/24/23 0:00,10000,INCOMING WIRE PARKVIEW SANDS NETWORKS LP 03VSNAL
4/20/23 0:00,10000,ZELLE DEBIT PAYMENT TO: R. PHILLIPS . ID: YVFV5BSHKJA4TGKZ 9
8/8/23 0:00,10000,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD EDGE LTD R2LEOKFZ9 8
5/23/23 0:00,11250,INCOMING WIRE OAKBRIDGE STRATEGY CO MC5BCUO
11/17/23 0:00,12000,ACH DEBIT CARD PROCESSOR ACH PMT NORTHLAKE GROVE LLC 9X9FVRAWOL
1/19/24 0:00,12000,"ACH DEBIT CARD PROCESSOR ACH PMT ""OAKBRIDGE VALLEY PLC"" KYUWQLGC 5"
9/29/23 0:00,12000,ZELLE DEBIT PAYMENT TO: Z. BROWN . ID: 9RNI1J4
12/20/23 0:00,12000,ACH DEBIT PAYMENT PROCESSOR PAYABLES LEDGER CAPITAL LTD CWZA2H3 3
10/20/23 0:00,12000,ACH DEBIT CARD PROCESSOR ACH PMT BROOKFIELD MERIDIAN INC U3KE6U8
3/5/24 0:00,12500,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE MEADOW PLC 65EG1UEN0CLO7VAO
3/5/24 0:00,12500,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""RIVERSIDE HARBOR LLC"" LOETRY"
2/27/24 0:00,12500,ACH DEBIT PAYMENT PROCESSOR PAYABLES AMBERWOOD PARTNERS LTD TGHHXSL
3/6/24 0:00,12500,INCOMING WIRE VALEWOOD GROVE INC R7FCALDYOO
3/18/24 0:00,12500,ACH DEBIT CARD PROCESSOR ACH PMT LAKESHORE INDUSTRIES LTD HFF8EKECX7PH
3/25/24 0:00,12500,"ZELLE DEBIT PAYMENT TO: ""F. PORTER"" . ID: 2VWX3A1 5"
10/6/23 0:00,12500,ACH DEBIT CARD PROCESSOR ACH PMT PRAIRIE SUMMIT LABS LTD 9JFVAH69Q47UOY 7
6/16/23 0:00,12500,INTERNET TRANSFER TO DDA# 20519519067 ON28 AT 13.05
10/26/23 0:00,12500,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE HARBOR LP OUF0FP0QMJX 8
